"ccode.year","country","country.series","unit","series","ccode","year","value","country.year","population"
"CMR.2000","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2000",0.761,"Cameroon.2000",15274234
"CMR.2000","Cameroon","Cameroon","Billion Kwh","generation","CMR","2000",3.44372,"Cameroon.2000",15274234
"CMR.2000","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2000",0,"Cameroon.2000",15274234
"CMR.2000","Cameroon","Cameroon","Million Kw","capacity","CMR","2000",0.796,"Cameroon.2000",15274234
"CMR.2000","Cameroon","Cameroon","Billion Kwh","imports","CMR","2000",0,"Cameroon.2000",15274234
"CMR.2000","Cameroon","Cameroon","Billion Kwh","exports","CMR","2000",0,"Cameroon.2000",15274234
"CMR.2000","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2000",2.68272,"Cameroon.2000",15274234
"CMR.2001","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2001",0,"Cameroon.2001",15671927
"CMR.2001","Cameroon","Cameroon","Billion Kwh","generation","CMR","2001",3.50198,"Cameroon.2001",15671927
"CMR.2001","Cameroon","Cameroon","Billion Kwh","imports","CMR","2001",0,"Cameroon.2001",15671927
"CMR.2001","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2001",2.59298,"Cameroon.2001",15671927
"CMR.2001","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2001",0.909,"Cameroon.2001",15671927
"CMR.2001","Cameroon","Cameroon","Million Kw","capacity","CMR","2001",0.87,"Cameroon.2001",15671927
"CMR.2001","Cameroon","Cameroon","Billion Kwh","exports","CMR","2001",0,"Cameroon.2001",15671927
"CMR.2002","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2002",0,"Cameroon.2002",16084886
"CMR.2002","Cameroon","Cameroon","Billion Kwh","generation","CMR","2002",3.26092,"Cameroon.2002",16084886
"CMR.2002","Cameroon","Cameroon","Million Kw","capacity","CMR","2002",1.065,"Cameroon.2002",16084886
"CMR.2002","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2002",0.763,"Cameroon.2002",16084886
"CMR.2002","Cameroon","Cameroon","Billion Kwh","imports","CMR","2002",0,"Cameroon.2002",16084886
"CMR.2002","Cameroon","Cameroon","Billion Kwh","exports","CMR","2002",0,"Cameroon.2002",16084886
"CMR.2002","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2002",2.49792,"Cameroon.2002",16084886
"CMR.2003","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2003",0,"Cameroon.2003",16513822
"CMR.2003","Cameroon","Cameroon","Billion Kwh","imports","CMR","2003",0,"Cameroon.2003",16513822
"CMR.2003","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2003",2.76264,"Cameroon.2003",16513822
"CMR.2003","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2003",0.877,"Cameroon.2003",16513822
"CMR.2003","Cameroon","Cameroon","Billion Kwh","generation","CMR","2003",3.63964,"Cameroon.2003",16513822
"CMR.2003","Cameroon","Cameroon","Million Kw","capacity","CMR","2003",1.0751,"Cameroon.2003",16513822
"CMR.2003","Cameroon","Cameroon","Billion Kwh","exports","CMR","2003",0,"Cameroon.2003",16513822
"CMR.2004","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2004",0,"Cameroon.2004",16959081
"CMR.2004","Cameroon","Cameroon","Billion Kwh","imports","CMR","2004",0,"Cameroon.2004",16959081
"CMR.2004","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2004",0.79,"Cameroon.2004",16959081
"CMR.2004","Cameroon","Cameroon","Billion Kwh","generation","CMR","2004",4.0596,"Cameroon.2004",16959081
"CMR.2004","Cameroon","Cameroon","Billion Kwh","exports","CMR","2004",0,"Cameroon.2004",16959081
"CMR.2004","Cameroon","Cameroon","Million Kw","capacity","CMR","2004",1.0801,"Cameroon.2004",16959081
"CMR.2004","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2004",3.2696,"Cameroon.2004",16959081
"CMR.2005","Cameroon","Cameroon","Billion Kwh","generation","CMR","2005",3.95208,"Cameroon.2005",17420795
"CMR.2005","Cameroon","Cameroon","Billion Kwh","exports","CMR","2005",0,"Cameroon.2005",17420795
"CMR.2005","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2005",0.698,"Cameroon.2005",17420795
"CMR.2005","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2005",0,"Cameroon.2005",17420795
"CMR.2005","Cameroon","Cameroon","Million Kw","capacity","CMR","2005",1.0141,"Cameroon.2005",17420795
"CMR.2005","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2005",3.25408,"Cameroon.2005",17420795
"CMR.2005","Cameroon","Cameroon","Billion Kwh","imports","CMR","2005",0,"Cameroon.2005",17420795
"CMR.2006","Cameroon","Cameroon","Billion Kwh","exports","CMR","2006",0,"Cameroon.2006",17899562
"CMR.2006","Cameroon","Cameroon","Million Kw","capacity","CMR","2006",0.9251,"Cameroon.2006",17899562
"CMR.2006","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2006",0,"Cameroon.2006",17899562
"CMR.2006","Cameroon","Cameroon","Billion Kwh","imports","CMR","2006",0,"Cameroon.2006",17899562
"CMR.2006","Cameroon","Cameroon","Billion Kwh","generation","CMR","2006",5.03274,"Cameroon.2006",17899562
"CMR.2006","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2006",4.40374,"Cameroon.2006",17899562
"CMR.2006","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2006",0.629,"Cameroon.2006",17899562
"CMR.2007","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2007",0,"Cameroon.2007",18395389
"CMR.2007","Cameroon","Cameroon","Billion Kwh","imports","CMR","2007",0,"Cameroon.2007",18395389
"CMR.2007","Cameroon","Cameroon","Billion Kwh","generation","CMR","2007",5.1258,"Cameroon.2007",18395389
"CMR.2007","Cameroon","Cameroon","Billion Kwh","exports","CMR","2007",0,"Cameroon.2007",18395389
"CMR.2007","Cameroon","Cameroon","Million Kw","capacity","CMR","2007",0.9222,"Cameroon.2007",18395389
"CMR.2007","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2007",4.6358,"Cameroon.2007",18395389
"CMR.2007","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2007",0.49,"Cameroon.2007",18395389
"CMR.2008","Cameroon","Cameroon","Billion Kwh","generation","CMR","2008",5.55668,"Cameroon.2008",18907008
"CMR.2008","Cameroon","Cameroon","Billion Kwh","imports","CMR","2008",0,"Cameroon.2008",18907008
"CMR.2008","Cameroon","Cameroon","Million Kw","capacity","CMR","2008",0.9372,"Cameroon.2008",18907008
"CMR.2008","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2008",0.538,"Cameroon.2008",18907008
"CMR.2008","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2008",0,"Cameroon.2008",18907008
"CMR.2008","Cameroon","Cameroon","Billion Kwh","exports","CMR","2008",0,"Cameroon.2008",18907008
"CMR.2008","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2008",5.01868,"Cameroon.2008",18907008
"CMR.2009","Cameroon","Cameroon","Million Kw","capacity","CMR","2009",1.023,"Cameroon.2009",19432541
"CMR.2009","Cameroon","Cameroon","Billion Kwh","imports","CMR","2009",0,"Cameroon.2009",19432541
"CMR.2009","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2009",0,"Cameroon.2009",19432541
"CMR.2009","Cameroon","Cameroon","Billion Kwh","generation","CMR","2009",5.64124,"Cameroon.2009",19432541
"CMR.2009","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2009",5.10124,"Cameroon.2009",19432541
"CMR.2009","Cameroon","Cameroon","Billion Kwh","exports","CMR","2009",0,"Cameroon.2009",19432541
"CMR.2009","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2009",0.54,"Cameroon.2009",19432541
"CMR.2010","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2010",0,"Cameroon.2010",19970495
"CMR.2010","Cameroon","Cameroon","Million Kw","capacity","CMR","2010",1.008,"Cameroon.2010",19970495
"CMR.2010","Cameroon","Cameroon","Billion Kwh","generation","CMR","2010",5.7622,"Cameroon.2010",19970495
"CMR.2010","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2010",5.1822,"Cameroon.2010",19970495
"CMR.2010","Cameroon","Cameroon","Billion Kwh","imports","CMR","2010",0,"Cameroon.2010",19970495
"CMR.2010","Cameroon","Cameroon","Billion Kwh","exports","CMR","2010",0,"Cameroon.2010",19970495
"CMR.2010","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2010",0.58,"Cameroon.2010",19970495
"CMR.2011","Cameroon","Cameroon","Million Kw","capacity","CMR","2011",1.289,"Cameroon.2011",20520447
"CMR.2011","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2011",0,"Cameroon.2011",20520447
"CMR.2011","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2011",1.091,"Cameroon.2011",20520447
"CMR.2011","Cameroon","Cameroon","Billion Kwh","exports","CMR","2011",0,"Cameroon.2011",20520447
"CMR.2011","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2011",4.70122,"Cameroon.2011",20520447
"CMR.2011","Cameroon","Cameroon","Billion Kwh","generation","CMR","2011",5.79222,"Cameroon.2011",20520447
"CMR.2011","Cameroon","Cameroon","Billion Kwh","imports","CMR","2011",0,"Cameroon.2011",20520447
"CMR.2012","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2012",1.887,"Cameroon.2012",21082383
"CMR.2012","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2012",1.602,"Cameroon.2012",21082383
"CMR.2012","Cameroon","Cameroon","Million Kw","capacity","CMR","2012",1.344,"Cameroon.2012",21082383
"CMR.2012","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2012",4.90916,"Cameroon.2012",21082383
"CMR.2012","Cameroon","Cameroon","Billion Kwh","exports","CMR","2012",0,"Cameroon.2012",21082383
"CMR.2012","Cameroon","Cameroon","Billion Kwh","generation","CMR","2012",4.62416,"Cameroon.2012",21082383
"CMR.2012","Cameroon","Cameroon","Billion Kwh","imports","CMR","2012",1.887,"Cameroon.2012",21082383
"CMR.2013","Cameroon","Cameroon","Billion Kwh","generation","CMR","2013",5.93766,"Cameroon.2013",21655715
"CMR.2013","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2013",1.879,"Cameroon.2013",21655715
"CMR.2013","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2013",1.059,"Cameroon.2013",21655715
"CMR.2013","Cameroon","Cameroon","Billion Kwh","imports","CMR","2013",1.059,"Cameroon.2013",21655715
"CMR.2013","Cameroon","Cameroon","Million Kw","capacity","CMR","2013",1.564,"Cameroon.2013",21655715
"CMR.2013","Cameroon","Cameroon","Billion Kwh","exports","CMR","2013",0,"Cameroon.2013",21655715
"CMR.2013","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2013",5.11766,"Cameroon.2013",21655715
"CMR.2014","Cameroon","Cameroon","Billion Kwh","exports","CMR","2014",0,"Cameroon.2014",22239904
"CMR.2014","Cameroon","Cameroon","Billion Kwh","imports","CMR","2014",0.557,"Cameroon.2014",22239904
"CMR.2014","Cameroon","Cameroon","Million Kw","capacity","CMR","2014",1.544,"Cameroon.2014",22239904
"CMR.2014","Cameroon","Cameroon","Billion Kwh","generation","CMR","2014",6.92156,"Cameroon.2014",22239904
"CMR.2014","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2014",2.114,"Cameroon.2014",22239904
"CMR.2014","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2014",0.557,"Cameroon.2014",22239904
"CMR.2014","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2014",5.36456,"Cameroon.2014",22239904
"CMR.2015","Cameroon","Cameroon","Billion Kwh","exports","CMR","2015",0,"Cameroon.2015",22834522
"CMR.2015","Cameroon","Cameroon","Million Kw","capacity","CMR","2015",1.556,"Cameroon.2015",22834522
"CMR.2015","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2015",0.06,"Cameroon.2015",22834522
"CMR.2015","Cameroon","Cameroon","Billion Kwh","generation","CMR","2015",7.69414,"Cameroon.2015",22834522
"CMR.2015","Cameroon","Cameroon","Billion Kwh","imports","CMR","2015",0.06,"Cameroon.2015",22834522
"CMR.2015","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2015",1.663,"Cameroon.2015",22834522
"CMR.2015","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2015",6.09114,"Cameroon.2015",22834522
"CMR.2016","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2016",0.055,"Cameroon.2016",NA
"CMR.2016","Cameroon","Cameroon","Billion Kwh","generation","CMR","2016",8.10782,"Cameroon.2016",NA
"CMR.2016","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2016",1.752,"Cameroon.2016",NA
"CMR.2016","Cameroon","Cameroon","Million Kw","capacity","CMR","2016",1.558,"Cameroon.2016",NA
"CMR.2016","Cameroon","Cameroon","Billion Kwh","exports","CMR","2016",0,"Cameroon.2016",NA
"CMR.2016","Cameroon","Cameroon","Billion Kwh","imports","CMR","2016",0.055,"Cameroon.2016",NA
"CMR.2016","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2016",6.41082,"Cameroon.2016",NA
"CMR.2017","Cameroon","Cameroon","Billion Kwh","net imports","CMR","2017",NA,"Cameroon.2017",NA
"CMR.2017","Cameroon","Cameroon","Billion Kwh","generation","CMR","2017",NA,"Cameroon.2017",NA
"CMR.2017","Cameroon","Cameroon","Billion Kwh","distribution losses","CMR","2017",NA,"Cameroon.2017",NA
"CMR.2017","Cameroon","Cameroon","Million Kw","capacity","CMR","2017",NA,"Cameroon.2017",NA
"CMR.2017","Cameroon","Cameroon","Billion Kwh","exports","CMR","2017",NA,"Cameroon.2017",NA
"CMR.2017","Cameroon","Cameroon","Billion Kwh","imports","CMR","2017",NA,"Cameroon.2017",NA
"CMR.2017","Cameroon","Cameroon","Billion Kwh","consumption","CMR","2017",NA,"Cameroon.2017",NA
"COD.1980","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","distribution losses","COD","1980",0.37,"Congo, Dem. Rep..1980",NA
"COD.1980","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","generation","COD","1980",4.388,"Congo, Dem. Rep..1980",NA
"COD.1980","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","consumption","COD","1980",3.921,"Congo, Dem. Rep..1980",NA
"COD.1980","Congo, Dem. Rep.","Congo (Kinshasa)","Million Kw","capacity","COD","1980",1.72,"Congo, Dem. Rep..1980",NA
"COD.1980","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","net imports","COD","1980",-0.097,"Congo, Dem. Rep..1980",NA
"COD.1980","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","imports","COD","1980",0.01,"Congo, Dem. Rep..1980",NA
"COD.1980","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","exports","COD","1980",0.107,"Congo, Dem. Rep..1980",NA
"COD.1981","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","generation","COD","1981",4.293,"Congo, Dem. Rep..1981",NA
"COD.1981","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","consumption","COD","1981",3.614,"Congo, Dem. Rep..1981",NA
"COD.1981","Congo, Dem. Rep.","Congo (Kinshasa)","Million Kw","capacity","COD","1981",1.72,"Congo, Dem. Rep..1981",NA
"COD.1981","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","net imports","COD","1981",-0.127,"Congo, Dem. Rep..1981",NA
"COD.1981","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","imports","COD","1981",0.014,"Congo, Dem. Rep..1981",NA
"COD.1981","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","exports","COD","1981",0.141,"Congo, Dem. Rep..1981",NA
"COD.1981","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","distribution losses","COD","1981",0.552,"Congo, Dem. Rep..1981",NA
"COD.1982","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","distribution losses","COD","1982",0.566,"Congo, Dem. Rep..1982",NA
"COD.1982","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","generation","COD","1982",4.224,"Congo, Dem. Rep..1982",NA
"COD.1982","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","consumption","COD","1982",3.561,"Congo, Dem. Rep..1982",NA
"COD.1982","Congo, Dem. Rep.","Congo (Kinshasa)","Million Kw","capacity","COD","1982",1.72,"Congo, Dem. Rep..1982",NA
"COD.1982","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","net imports","COD","1982",-0.097,"Congo, Dem. Rep..1982",NA
"COD.1982","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","imports","COD","1982",0.011,"Congo, Dem. Rep..1982",NA
"COD.1982","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","exports","COD","1982",0.108,"Congo, Dem. Rep..1982",NA
"COD.1983","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","distribution losses","COD","1983",0.596,"Congo, Dem. Rep..1983",NA
"COD.1983","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","generation","COD","1983",4.561,"Congo, Dem. Rep..1983",NA
"COD.1983","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","consumption","COD","1983",3.864,"Congo, Dem. Rep..1983",NA
"COD.1983","Congo, Dem. Rep.","Congo (Kinshasa)","Million Kw","capacity","COD","1983",1.72,"Congo, Dem. Rep..1983",NA
"COD.1983","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","net imports","COD","1983",-0.101,"Congo, Dem. Rep..1983",NA
"COD.1983","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","imports","COD","1983",0.009,"Congo, Dem. Rep..1983",NA
"COD.1983","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","exports","COD","1983",0.11,"Congo, Dem. Rep..1983",NA
"COD.1984","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","distribution losses","COD","1984",0.591,"Congo, Dem. Rep..1984",NA
"COD.1984","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","generation","COD","1984",4.776,"Congo, Dem. Rep..1984",NA
"COD.1984","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","consumption","COD","1984",4.057,"Congo, Dem. Rep..1984",NA
"COD.1984","Congo, Dem. Rep.","Congo (Kinshasa)","Million Kw","capacity","COD","1984",2.17,"Congo, Dem. Rep..1984",NA
"COD.1984","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","net imports","COD","1984",-0.128,"Congo, Dem. Rep..1984",NA
"COD.1984","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","imports","COD","1984",0.007,"Congo, Dem. Rep..1984",NA
"COD.1984","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","exports","COD","1984",0.135,"Congo, Dem. Rep..1984",NA
"COD.1985","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","distribution losses","COD","1985",0.597,"Congo, Dem. Rep..1985",NA
"COD.1985","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","generation","COD","1985",5.11,"Congo, Dem. Rep..1985",NA
"COD.1985","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","consumption","COD","1985",4.366,"Congo, Dem. Rep..1985",NA
"COD.1985","Congo, Dem. Rep.","Congo (Kinshasa)","Million Kw","capacity","COD","1985",2.17,"Congo, Dem. Rep..1985",NA
"COD.1985","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","net imports","COD","1985",-0.147,"Congo, Dem. Rep..1985",NA
"COD.1985","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","imports","COD","1985",0.007,"Congo, Dem. Rep..1985",NA
"COD.1985","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","exports","COD","1985",0.154,"Congo, Dem. Rep..1985",NA
"COD.1986","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","generation","COD","1986",5.342,"Congo, Dem. Rep..1986",NA
"COD.1986","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","consumption","COD","1986",4.559,"Congo, Dem. Rep..1986",NA
"COD.1986","Congo, Dem. Rep.","Congo (Kinshasa)","Million Kw","capacity","COD","1986",2.545,"Congo, Dem. Rep..1986",NA
"COD.1986","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","net imports","COD","1986",-0.184,"Congo, Dem. Rep..1986",NA
"COD.1986","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","imports","COD","1986",0.003,"Congo, Dem. Rep..1986",NA
"COD.1986","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","exports","COD","1986",0.187,"Congo, Dem. Rep..1986",NA
"COD.1986","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","distribution losses","COD","1986",0.599,"Congo, Dem. Rep..1986",NA
"COD.1987","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","distribution losses","COD","1987",0.606,"Congo, Dem. Rep..1987",NA
"COD.1987","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","generation","COD","1987",5.327,"Congo, Dem. Rep..1987",NA
"COD.1987","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","consumption","COD","1987",4.534,"Congo, Dem. Rep..1987",NA
"COD.1987","Congo, Dem. Rep.","Congo (Kinshasa)","Million Kw","capacity","COD","1987",2.831,"Congo, Dem. Rep..1987",NA
"COD.1987","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","net imports","COD","1987",-0.187,"Congo, Dem. Rep..1987",NA
"COD.1987","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","imports","COD","1987",0.003,"Congo, Dem. Rep..1987",NA
"COD.1987","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","exports","COD","1987",0.19,"Congo, Dem. Rep..1987",NA
"COD.1988","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","distribution losses","COD","1988",0.55,"Congo, Dem. Rep..1988",NA
"COD.1988","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","generation","COD","1988",5.331,"Congo, Dem. Rep..1988",NA
"COD.1988","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","consumption","COD","1988",4.672,"Congo, Dem. Rep..1988",NA
"COD.1988","Congo, Dem. Rep.","Congo (Kinshasa)","Million Kw","capacity","COD","1988",2.831,"Congo, Dem. Rep..1988",NA
"COD.1988","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","net imports","COD","1988",-0.109,"Congo, Dem. Rep..1988",NA
"COD.1988","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","imports","COD","1988",0.003,"Congo, Dem. Rep..1988",NA
"COD.1988","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","exports","COD","1988",0.112,"Congo, Dem. Rep..1988",NA
"COD.1989","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","distribution losses","COD","1989",0.732,"Congo, Dem. Rep..1989",NA
"COD.1989","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","generation","COD","1989",5.866,"Congo, Dem. Rep..1989",NA
"COD.1989","Congo, Dem. Rep.","Congo (Kinshasa)","Billion Kwh","consumption","COD","1989",4.829,"Congo, Dem. Rep..1989",NA
